Query_id,query
internvid_arabic_political_professional_base_6,2021 Israel-Palestine crisis
internvid_arabic_political_professional_base_7,2020 Egypt-France meeting in Paris
internvid_arabic_political_professional_base_8,Lebanese politician assaulting store employee
internvid_arabic_political_professional_base_9,2022 International conflict in Libya
internvid_arabic_political_professional_base_10,Law proposed in Knesset to prohibit loudspeakers in mosques
internvid_arabic_political_professional_description_0,Mustafa Al-Kadhimi visits Tehran after Saudi Arabia to revive talks between them
internvid_arabic_political_professional_description_1,Oil analyst Al-Sabban explains Saudi Arabia’s refusal to increase oil production
internvid_arabic_political_professional_description_2,2017 bill for building violation reconciliation
internvid_arabic_political_professional_description_3,Sword of Jerusalem battle in Gaza
internvid_arabic_political_professional_description_4,Egyptian president Abdel al-Sisi wreath ceremony
internvid_arabic_political_professional_description_5,Hikmat Dib store fight
internvid_arabic_political_professional_description_6,Moti Yogev draft legislation mosque loudspeakers
internvid_arabic_political_professional_speech_0,Iraqi PM reassures Iranian safety in any alliance
internvid_arabic_political_professional_speech_1,Mohammed bin Salman ready to stabilize energy markets
internvid_arabic_political_professional_speech_2,Disagreements within 8 council members in Aden
internvid_arabic_political_professional_speech_3,Ethiopian Federal Army retaking Libela region
internvid_arabic_political_professional_speech_4,New fines for failing building inspections in Egypt
internvid_arabic_political_professional_speech_5,Israeli agricultural lands damaged by balloons
internvid_arabic_political_professional_speech_6,Operation Guardian of the Walls Israeli military campaign
internvid_arabic_political_professional_speech_7,2020 Abdel el-Sisi meeting with Jean Castex
internvid_arabic_political_professional_speech_8,Politician threatens female employee with gun
internvid_arabic_political_professional_speech_9,Mahmoud Ismail Ramli commentary on Libya politics
internvid_arabic_political_professional_speech_10,Adhan loudspeaker law religious freedom in Palestine and Israel
internvid_arabic_political_professional_ocr_0,Iraqi mediation between Saudi Arabia and Iran
internvid_arabic_political_professional_ocr_1,Sultan Al-Arada and Tareq Saleh security file concerns
internvid_arabic_political_professional_ocr_2,Tigray rebels retreat in armed conflict
internvid_arabic_political_professional_ocr_3,Fires caused by airborne incendiary devices
internvid_arabic_political_professional_ocr_4,Injuries from Gaza air strikes
internvid_arabic_political_professional_ocr_5,Hannah Issa comments on mosque loudspeaker ban
internvid_arabic_political_pov_base_0,Israeli occupation of Golan Heights
internvid_arabic_political_pov_description_0,Israeli tanks stuck in Syria from rain
internvid_arabic_political_pov_speech_0,Soldiers recovering a tank
internvid_arabic_emergency_pov_base_0,2021 Jenin attack on Palestinian car
internvid_arabic_emergency_pov_base_1,2021 Bejaïa forest fires
internvid_arabic_emergency_pov_base_2,2022 Serra de Estrela national park forest fires
internvid_arabic_emergency_pov_base_3,August 2022 Sanaa heavy rain
internvid_arabic_emergency_pov_base_4,Indian building destroyed from rain
internvid_arabic_emergency_pov_base_5,Women falling from swing overhanging Sulak Canyon
internvid_arabic_emergency_pov_description_0,Car on fire near Israeli military checkpoint
internvid_arabic_emergency_pov_description_1,Planes filling with water to fight fires
internvid_arabic_emergency_pov_description_2,Yemenis building collapsing from rain
internvid_arabic_emergency_pov_description_3,Russia women saved from falling off mountain
internvid_arabic_emergency_professional_base_0,Beni Arous forest fires in Larache
internvid_arabic_emergency_professional_base_1,2020 Amad Mountain forest fire
internvid_arabic_emergency_professional_base_2,2016 Kabul power crisis
internvid_arabic_emergency_professional_description_0,"Beni Arous, Larache resident displacement from violent forest fires"
internvid_arabic_emergency_professional_description_1,Kabul bombing targeting electrical stations
internvid_arabic_emergency_professional_speech_0,Royal Armed forces aid residents' evacuation in Ben Arous
internvid_arabic_emergency_professional_speech_1,Saudi Civil Defense teams responding to fire
internvid_arabic_emergency_professional_speech_2,Planned protests against Kabul government after blackout
internvid_arabic_emergency_professional_ocr_0,Casualties avoided in Amad mountain fire
internvid_arabic_emergency_professional_ocr_1,Two-week power outage in Kabul
internvid_arabic_other_pov_base_0,Golden chariot discovered on Srikakulam beach
internvid_arabic_other_pov_base_1,Russian motorcyclist injured in accident
internvid_arabic_other_pov_base_2,Civilians in Deir ez-Zor scavenge garbage for living
internvid_arabic_other_pov_description_0,Vehicle lost to sea from hurricane
internvid_arabic_other_pov_description_1,Motorcyclist performing dangerous tricks
internvid_arabic_other_pov_ocr_0,Indian police investigation into mysterious chariot
internvid_arabic_other_pov_ocr_1,Rider losing control of motorcycle at 180km/hr
internvid_arabic_other_edited_base_0,2021 Syrian agricultural production
internvid_arabic_other_edited_base_1,Successful face and arm transplant in US
internvid_arabic_other_edited_base_2,Egyptian farm feeding fish to dead animals
internvid_arabic_other_edited_base_3,Maria Andrejczyk covering infant's surgery
internvid_arabic_other_edited_base_4,Israeli police arrest and injure Palestinians in Al-Aqsa Mosque
internvid_arabic_other_edited_base_5,Will Smith slaps Chris Rock at Academy Awards
internvid_arabic_other_edited_description_0,Raqqa fruit trees production efficiency
internvid_arabic_other_edited_description_1,Man receives arm and face donation for transplant
internvid_arabic_other_edited_description_2,Investigation into Dakahlia fish farm
internvid_arabic_other_edited_description_3,Polish olympian auctioning silver medal
internvid_arabic_other_edited_description_4,Israel internationally condemned for abusing worshippers in Al-Aqsa Mosque
internvid_arabic_other_edited_description_5,Chris Rock insults Will Smith's wife and gets slapped
internvid_arabic_other_edited_speech_0,Increase in demand for Syrian crops
internvid_arabic_other_edited_speech_1,Successful transplant operation after man loses 80% of body
internvid_arabic_other_edited_speech_2,"140,000 pounds raised for child's heart surgery"
internvid_arabic_other_edited_ocr_0,Munther Al-Fayez discussing farming in Syria
internvid_arabic_other_edited_ocr_1,Dead animal bones discovery on fish farm
internvid_arabic_other_edited_ocr_2,500 people arrested by Israeli police in Al-Aqsa Square
internvid_arabic_other_edited_ocr_3,Academy Award slap controversy context
internvid_arabic_other_professional_base_0,Apollo found in Gaza
internvid_arabic_other_professional_base_1,"""Egypt Rising"" statue controversy"
internvid_arabic_other_professional_base_2,Office Chérifien des Phosphates launches wastewater treatment plant in Kasbah Tadla
internvid_arabic_other_professional_base_3,"Young Athlete, Ibrahim Rostom, works hard to be on Egyptian National Soccer Team"
internvid_arabic_other_professional_base_4,News coverage shooting beauty shop opening Lebanon
internvid_arabic_other_professional_base_5,talking heads discussing soccer Sayed Abdel Hafeez
internvid_arabic_other_professional_base_6,Roumi cheese making video
internvid_arabic_other_professional_base_7,Algerian hidden camera prank government forms
internvid_arabic_other_professional_base_8,Nada Al-Qahtani honor killing
internvid_arabic_other_professional_base_9,Methods for avoiding traffic jams in Algeria
internvid_arabic_other_professional_base_10,Doaa El Hadary defying tradition through skating
internvid_arabic_other_professional_base_11,Impact of Iraq crises on farming community
internvid_arabic_other_professional_base_12,Neom residents demographic status controversy
internvid_arabic_other_professional_base_13,Moroccan campaign to support newspaper industry
internvid_arabic_other_professional_description_0,Palestinian fisherman finds Apollo Statue
internvid_arabic_other_professional_description_1,"Ahmed Abdel Karim ""Egypt Rising"" criticism"
internvid_arabic_other_professional_description_2,Office of Phosphate begins wastewater treatment plant
internvid_arabic_other_professional_description_3,Beirut suburb grand opening shooting scantily clad male dancers
internvid_arabic_other_professional_description_4,Commentators debating the summoning of Sayed Abdel Hafeez
internvid_arabic_other_professional_description_5,How to make Rumi cheese for Egyptian sandwiches
internvid_arabic_other_professional_description_6,Ennahar TV legendary prank
internvid_arabic_other_professional_description_7,Backlash to brother murdering Nada Al-Qahtani
internvid_arabic_other_professional_description_8,Palm tree climbing profession at risk
internvid_arabic_other_professional_description_9,"Andrew McEvoy ""neomian"" statement rebutted by official sources"
internvid_arabic_other_professional_description_10,Print and electronic newspaper reading trends Morocco
internvid_arabic_other_professional_speech_0,Possibilities of what happened to Apollo statue in Gaza
internvid_arabic_other_professional_speech_1,Ahmed Abdel Karim marble sculpture experiment backlash
internvid_arabic_other_professional_speech_2,Governor of Beni Mellal-Khenifra wastewater treatment plant with OCP group
internvid_arabic_other_professional_speech_3,Aya Sabra's store shooting
internvid_arabic_other_professional_speech_4,Zamalek incident Al-Ahly CAF
internvid_arabic_other_professional_speech_5,Manufacturing stages of Rumi cheese shown
internvid_arabic_other_professional_speech_6,Hidden Camera marriage pranks Algeria
internvid_arabic_other_professional_speech_7,Family violence against women in Saudi Arabia
internvid_arabic_other_professional_speech_8,Student providing road status on crowdsourced webpages
internvid_arabic_other_professional_speech_9,Moroccan woman long-term rollerskating hobby
internvid_arabic_other_professional_speech_10,Impact of climate change on Iraq palm trees
internvid_arabic_other_professional_speech_11,Sovereignty of Saudia Arabian government over Public Investment Fund and Neom
internvid_arabic_other_professional_speech_12,Mohammed V Avenue Rabat newspaper seller
internvid_arabic_other_professional_ocr_0,"Criticism on Ahmed Abdel Karim's ""Egypt Rising"""
internvid_arabic_other_professional_ocr_1,Dahieh dance performance shooting
internvid_arabic_other_professional_ocr_2,Dairy production plant for sandwiches
internvid_arabic_other_professional_ocr_3,Saudi woman injured by gunfire waiting in emergency room
internvid_arabic_other_professional_ocr_4,Using Facebook to track traffic accidents
internvid_arabic_other_professional_ocr_5,"Tweets discussing Andrew McEvoy's ""neomian"" statement"
internvid_arabic_other_professional_ocr_6,Moroccan campaign against fake news in newspapers
internvid_arabic_sports_pov_base_0,2022 Mediterranean Games
internvid_arabic_sports_pov_base_1,2021 Mar del Plata soccer match violence
internvid_arabic_sports_pov_base_2,2021 Tokyo Olympics
internvid_arabic_sports_pov_base_3,Judo match phone interruption
internvid_arabic_sports_pov_description_0,Zouina Bouzebra winning bronze medal at Oran 2022
internvid_arabic_sports_pov_description_1,Argentine soccer coach shot during game
internvid_arabic_sports_pov_description_2,Australian Olympic softball team
internvid_arabic_sports_pov_description_3,Zouina Bouzebra wins bronze medal for hammer throw
internvid_arabic_sports_pov_description_4,2019 Anri Egutidze judo match
internvid_arabic_sports_pov_speech_0,Algerian athlete in international hammer throwing competition
internvid_arabic_sports_pov_speech_1,Algerian athlete interview after international competition
internvid_arabic_sports_pov_ocr_0,Argentine soccer fans violent fighting
internvid_arabic_sports_pov_ocr_1,2019 Judo Grand Slam Baku
internvid_arabic_sports_professional_base_0,2019 Jordan-Kuwait soccer match controversy
internvid_arabic_sports_professional_description_0,Hate speech between Jordan and Kuwait soccer fans
internvid_arabic_sports_professional_speech_0,Ahmed Al-Riyahi statement following fan harassment
internvid_arabic_sports_professional_ocr_0,Jordanian politician Ayman Al-Safadi rebuke of fan behavior
internvid_arabic_sports_edited_base_0,2021 Russian winter triathlon
internvid_arabic_protest_pov_base_0,2021 Beirut port explosion protests
internvid_arabic_protest_pov_base_1,2020 Sudan anti-alcohol protests
internvid_arabic_protest_pov_base_2,Palestinian protests of West Bank occupation
internvid_arabic_protest_pov_base_3,Abu Haman 2021 protest
internvid_arabic_protest_pov_description_0,Lebanese police firing tear gas at protestors
internvid_arabic_protest_pov_description_1,Sudanese amendments lifting alcohol ban
internvid_arabic_protest_pov_description_2,Israeli soldiers firing rubber bullets at protestors
internvid_arabic_protest_pov_description_3,Deir ez-Zur Abu Hamam protest demands
internvid_arabic_protest_pov_ocr_0,Sudan allowing non-Muslims to make alcohol
internvid_arabic_protest_pov_ocr_1,Deir ez Zur protest 2021
internvid_arabic_protest_pov_speech_0,Protestors in Abu Hamam demand release of detainees
internvid_arabic_protest_edited_base_0,2022 Iranian teachers strike
internvid_arabic_protest_edited_base_1,Riot police firing at protestors
internvid_arabic_protest_edited_description_0,Tehran police arresting teachers for protesting
internvid_arabic_protest_edited_description_1,Iranian security shooting at demonstrators
internvid_arabic_protest_edited_ocr_0,Educators being sent to Evin prison
internvid_arabic_protest_edited_ocr_1,Iranian live rounds demonstrators
internvid_arabic_social_pov_base_0,People drenching each other in Yerevan
internvid_arabic_social_pov_description_0,2022 Vardavar festival
internvid_arabic_social_edited_base_0,Couple gets married underwater in Thailand
internvid_arabic_social_edited_description_0,Underwater wedding ceremony clothes
internvid_arabic_social_edited_ocr_0,Train underwater ceremony site
internvid_arabic_election_pov_base_0,2022 Lebanese parliamentary election
internvid_arabic_election_pov_description_0,Gebran Bassil election press conference
internvid_arabic_election_pov_speech_0,Impact of election on Lebanese people
